episode,goal_x,goal_y
0,-0.5458108167517585,0.23785238171576284
1,-0.055643718056075264,-0.22014910391631837
2,-0.2466405316735929,0.4938810179505505
3,0.6887445223511955,-0.5484995739008173
4,0.2597341645647243,-0.34288529549553226
5,0.793835740276064,0.713745272913373
6,0.2309803670459073,0.42964456503444726
7,0.02576128374799802,0.554021939238469
8,-0.08775307281982458,-0.2740188293666048
9,-0.3775713336497296,-0.46523380336621417
10,0.043888633686922196,-0.11744949683646655
11,0.2774070548034121,-0.8281711799764289
12,-0.08890676738417458,-0.22919263807493462
13,-0.5178240802183581,0.1612719807102897
14,-0.10996763488390426,-0.3400144436332453
15,-0.49399259389842676,0.6368608972267052
16,0.5056859363864356,0.18140645036446423
17,-0.26332901626560334,0.7595936446654022
18,0.1077415366543274,-0.11430334264608155
19,0.6807643183071775,-0.30711893336683393
20,0.33319127922743175,-0.3165054436539708
21,-0.40535982126994,0.34142951215145423
22,-0.4625836358574919,-0.011712450925702722
23,0.13604837013494553,-0.5288591799174207
24,0.393109119209356,0.0824212098618714
25,0.20655554136409393,-0.21735466144538917
26,-0.13567145813492243,-0.008789547541004361
27,-0.05104944890951124,0.2985866788443593
28,0.13120175764353859,-0.1423399069128073
29,-0.8469359988684076,0.49985280331835724
30,0.032953175945370505,-0.294874071520841
31,-7.646190097032601e-05,-0.6911419130591493
32,0.6879969233406998,0.8325514848936558
33,-0.750150130223509,-0.24100692839465165
34,0.391109782292442,-0.31579517692959946
35,0.11398458921956323,-0.14182936406444924
36,0.46616066797248734,0.7793894816388575
37,0.6602722247383502,0.20559029084008407
38,-0.5775336684642813,0.7600055416298267
39,-0.8098248712579806,-0.34389392408453556
40,-0.37125706172898715,0.29210416892859803
41,-0.021482787676730508,-0.6920894671123397
42,-0.8281415908336184,0.1773367695151843
43,-0.014478335020425614,0.1723496062786819
44,0.10884056857140867,0.663780484109456
45,0.7112746583800146,-0.5299628261259794
46,0.7516054780999081,0.48913526474873203
47,0.23634462877904283,0.2713323547346139
48,0.07830239083109225,0.7093476093928291
49,-0.45345254945976415,0.16883718685828752
50,0.5342132051818059,-0.6209055322440791
51,0.19636406641007398,-0.16518309159972433
52,0.45226178049268084,-0.734885586945081
53,0.18158444775814575,0.6070337729772995
54,0.21819136601725397,-0.3037259177290147
55,0.26485329506721167,-0.27514016734878166
56,0.2866077402971531,-0.631814517548509
57,-0.3740140348669824,-0.7943787570652439
58,-0.7073540387634255,0.09310835368806103
59,-0.4561130236330777,0.027340398984144088
60,0.27126820622382974,0.6480165048941898
61,-0.24639627519948426,-0.30824575705413326
62,-0.3167665393415263,-0.649655604308528
63,0.2774117199173495,0.5434127884432577
64,-0.045891736532919114,0.09910557481253057
65,0.7794161932825513,0.3381557918092307
66,0.4165593073010082,0.6621472074176983
67,-0.48315602065699786,0.2552822991451741
68,0.3695706590548692,0.5817874805299937
69,-0.2655645717967796,0.320950999712181
70,0.17748102986442993,-0.15408624250146896
71,-0.6771342129603224,-0.24981766256866123
72,0.7879240718048138,-0.4819100472582425
73,-0.6568154109001014,-0.2249449779470868
74,-0.6783326534198304,-0.3957618158783386
75,0.7045754075749718,-0.30807046154251483
76,0.14601217472960382,-0.44413387475658234
77,0.28556587147745816,-0.6329841409696997
78,0.4926759515683582,-0.13099172388829217
79,-0.5377773419445668,0.4390242616024346
80,0.09228031634629574,-0.10515348243735256
81,-0.4409357289165855,0.47832201843102007
82,-0.22901540360411698,-0.7767458259211872
83,0.7911277587359559,-0.7982098261876784
84,-0.6452025680394139,-0.05811869730785513
85,-0.49664659932771266,-0.2802704361036378
86,0.11486091128667919,0.7783313188402204
87,0.7417307812383361,-0.7243768410631001
88,0.6006332156419988,-0.5646997862751832
89,0.529435883255497,-0.3462097296580612
90,0.3703184073809268,0.37194844854679554
91,0.5959371415858036,0.8153639430475389
92,-0.38168255013289704,0.2181243797464648
93,0.40674335258295813,-0.7146301261214685
94,0.2770342742070432,-0.30342362397597844
95,-0.5755026274763835,0.0841016483190905
96,-0.06479788496813499,0.13103571603184028
97,0.2412599036857067,-0.002262935707546987
98,0.6887562026465314,-0.5475458627352925
99,-0.35905419668397676,-0.24442320999385547
100,0.46644943413372364,0.2585667986721226
101,-0.49908144389322046,0.4155512140096572
102,0.46161296444146516,0.4594104914731688
103,-0.7167660616322835,-0.4893634469961866
104,0.6721545461254556,0.6450345017819082
105,-0.5005264820856563,0.08733861913501684
106,-0.40343846063894206,-0.14231588833757758
107,-0.8143937649239097,-0.371007597547522
108,-0.3898424675419527,0.7125218346185259
109,0.14954936827580323,-0.5482219611662531
110,-0.12314027767972235,-0.012008524277078103
111,0.2335121996242958,0.055161344742209795
112,-0.13431239751461632,-0.3216518799819825
113,0.12749916496320923,0.8089144232402395
114,0.09007783945656767,0.6579206494213555
115,-0.8240368601877965,-0.5047344152009058
116,0.6201055648491812,0.11810392489110788
117,-0.021151266317034345,-0.22303270924174134
118,-0.34804828808784893,0.304010654141034
119,-0.22825040551399944,-0.11010099740875456
120,0.4706420894768969,0.7585110532853517
121,0.8392166508048974,-0.025644097087874074
122,-0.6151126064991382,-0.807629875860321
123,-0.009083600551249904,-0.7201965144749423
124,-0.6498877640300144,-0.45077356486725506
125,0.8363882665005463,-0.574211452215038
126,-0.6627753977043928,0.7070704166108178
127,0.2075185596198258,0.4078311939964264
128,-0.2469531257003803,0.7375152652816305
129,0.8093710801070163,0.09937469302237989
130,0.827628470097408,0.009850399791886844
131,-0.10244151731147677,0.48523780248183257
132,0.24522103786157612,-0.5090983936384993
133,0.025396786192657284,-0.8220189188729761
134,0.6386217476574038,0.07215800653383087
135,-0.771482051476167,0.7441901743407798
136,0.8490419952110139,0.40341922298834276
137,-0.1167501285249517,0.15541277945916054
138,-0.8326057663336608,-0.6656361508783861
139,-0.2873009551101703,-0.15084322956933882
140,0.43511301500686395,-0.5597593797999677
141,-0.6526219486369513,0.33568868662468654
142,0.6596546039778391,0.6454343289058754
143,0.4112575417533947,0.8220644101439404
144,0.03755658120432215,0.46659691405831494
145,-0.14079836154024616,-0.24946537695180027
146,0.6983975566821429,-0.11779809363383531
147,0.4190007628298512,-0.0050615533092902565
148,-0.6592380290838594,-0.6343106675588475
149,0.017208396755900468,0.3530524264306295
150,0.41222315984450864,-0.2793149578605322
151,-0.834341881405829,0.056705924575894184
152,-0.5277361138172514,-0.3057960552201846
153,0.11296353320832153,-0.1838839470716439
154,-0.06969721821789232,-0.7642197873622195
155,-0.5388737947854386,0.5812224923782728
156,0.02019842652100101,0.6547001002427538
157,0.6074117015072148,-0.521611041312279
158,-0.1706853733174487,0.043823110135268295
159,-0.6842242456198978,-0.7048945250649763
160,0.5805271492862595,0.5554131542699859
161,-0.1984080827781043,0.3511939597618917
162,0.030486286890631265,0.42101098359104594
163,-0.3141853241881922,-0.04413842215886654
164,0.6680257622123137,0.5382949198994239
165,-0.3230616162089571,0.6490108374421292
166,-0.17217780804871063,0.31004590623547557
167,0.35956793638260953,-0.16713555282748271
168,0.5560594719227107,-0.05890208097127192
169,0.7831707934471545,0.7423881890716632
170,0.680451209159865,0.6942008837923485
171,-0.6000208718990389,0.2521679718786308
172,0.4098947181406266,0.048890584317842434
173,0.04967567562670183,-0.5075674554871847
174,-0.5766629423022082,0.4813283597711565
175,-0.5956705197914015,0.38793485121372007
176,-0.7189835705437836,-0.14917141161702152
177,-0.8091807364609547,0.27263354153974395
178,-0.35204301090540935,-0.05490985671479509
179,-0.36303717601619334,0.026816535492504845
180,0.26799949201356166,-0.5662472900646915
181,0.47098333519722446,0.4802761226942799
182,0.7516815738208941,-0.20281809198880374
183,0.6343231454707027,-0.6907346619436638
184,0.8396407260376147,-0.48924729274825335
185,-0.2144564545019173,-0.6910441268831934
186,0.5697409481528476,-0.02391393667522501
187,0.7860824542660275,-0.6041533017153056
188,0.6660969991964746,-0.23877159781501933
189,-0.44830583772281407,0.2671093637678973
190,-0.7986796022588677,0.043298532206664686
191,-0.044871180287566426,-0.7675412746103981
192,-0.1118902035246595,-0.3316373894803404
193,-0.4272980614200905,0.7314993731522325
194,0.1671046364838532,-0.5879322449973144
195,0.4371237630698711,-0.2217366266828158
196,0.1680461284877085,-0.2041106118959759
197,0.23552795027163798,0.30929296387513017
198,-0.36799174725581935,0.562798068942535
199,0.20082227446493828,0.17895661066267243
200,-0.4793899189213442,-0.418263672132894
201,-0.17785901095552026,-0.7924164130910896
202,-0.7569570563887715,0.27655951665240874
203,-0.3119864475434876,0.374415609251845
204,-0.7227950476578228,0.4082231249369809
205,-0.48589598879508394,0.6282376444831942
206,0.6911048121777478,0.3218326199659588
207,-0.17971265880670806,-0.8063985748824625
208,0.443892393831114,0.10678987064619683
209,-0.710104876003804,0.12025321773453701
210,-0.8395353621300098,-0.08265976657306207
211,0.1925363588393264,0.514519662919204
212,-0.3559699567939874,-0.4555226225960264
213,-0.28714074278712065,-0.7493691005923293
214,0.7335490935228622,0.6470796375303879
215,0.17363148930822725,-0.7232013788226612
216,-0.7078329925225068,0.7345400945830044
217,-0.6375007502826358,-0.6023631388468931
218,0.4852993427397042,-0.3373966163228198
219,-0.15035788924059545,-0.15296016750390296
220,0.3401122951471641,-0.047035160371553086
221,0.5307485257146177,-0.006903454880951343
222,-0.35621865231401056,-0.5192192910531499
223,0.4335225282606908,-0.47683641442594876
224,0.18514327849020928,0.17238710451907646
